timestamp,magnitude,depth,location
2024-12-09 19:14:58,4.0,87.7,Los Angeles
2024-06-17 05:00:56,5.0,15.9,Los Angeles
2024-05-13 08:40:47,5.2,77.2,Tehran
2024-07-12 01:47:03,3.9,33.3,Istanbul
2024-06-29 14:07:27,6.2,77.3,Tehran
2024-04-26 08:36:15,6.9,78.1,San Francisco
2024-11-05 03:31:04,7.3,9.0,Shanghai
2024-05-14 03:08:28,4.3,8.0,Los Angeles
2024-06-13 20:03:59,7.8,12.9,Fresno
2024-01-31 19:30:33,8.9,58.1,Fresno
2024-09-04 12:34:57,7.9,86.4,San Diego
2024-05-01 04:06:49,7.4,13.6,Istanbul
2024-04-07 17:03:19,3.5,60.2,Los Angeles
2024-06-11 03:14:38,7.4,73.2,Fresno
2024-09-12 06:42:59,3.7,94.8,Los Angeles
2024-07-31 15:05:55,5.5,59.9,Los Angeles
2024-06-27 03:25:21,3.2,49.7,San Francisco
2024-07-23 19:44:37,7.7,58.8,Tehran
2024-08-22 06:50:48,3.9,24.7,Sacramento
2024-04-06 07:41:35,8.6,16.7,Tehran
2024-05-14 08:18:24,4.6,80.2,Sacramento
2024-10-25 07:20:18,5.3,24.0,Fresno
2024-04-02 18:01:31,6.9,74.4,San Diego
2024-12-22 08:28:39,3.9,66.9,Rome
2024-05-04 11:00:17,4.2,94.7,Los Angeles
2024-09-28 22:10:27,4.8,71.7,Fresno
2024-02-24 01:10:54,3.3,52.6,Fresno
2024-04-14 01:25:15,7.7,88.1,Berlin
2024-02-23 22:57:09,4.0,29.9,Los Angeles
2024-04-01 10:30:14,4.0,11.7,Delhi
2024-04-09 16:49:20,5.9,39.5,Fresno
2024-08-09 06:11:51,7.0,70.3,San Diego
2024-09-29 05:12:42,7.7,43.4,Tehran
2024-01-03 13:38:27,4.2,9.6,San Diego
2024-07-11 18:19:01,7.2,58.2,Los Angeles
2024-07-06 16:02:36,4.0,80.8,Sacramento
2024-04-06 11:27:08,5.2,17.4,Istanbul
2024-04-12 22:11:59,6.8,34.1,Sacramento
2024-05-19 21:48:09,7.4,61.0,Sacramento
2024-04-24 08:59:05,5.9,27.4,Sacramento
2024-06-10 12:59:56,6.5,79.8,Santiago
2024-06-13 20:16:15,5.1,28.6,Fresno
2024-03-25 16:12:44,5.8,50.8,Tehran
2024-05-30 10:08:44,5.0,25.4,San Diego
2024-04-10 05:39:57,6.0,79.5,San Francisco
2024-06-20 15:06:50,4.3,36.9,Los Angeles
2024-07-12 05:08:33,6.2,16.9,Santiago
2024-12-07 23:53:58,8.6,78.8,Sacramento
2024-05-13 03:41:36,7.8,23.0,Sacramento
2024-10-30 20:58:02,5.0,89.9,Santiago
2024-06-09 13:31:59,3.4,55.9,Sacramento
2024-02-11 10:26:49,7.3,23.5,Sacramento
2024-12-19 17:01:01,6.6,8.5,Sacramento
2024-09-03 15:22:06,8.9,65.4,San Diego
2024-07-11 01:53:33,4.4,43.8,Fresno
2024-02-06 13:05:49,4.2,79.4,Los Angeles
2024-04-11 15:37:18,8.9,57.9,Berlin
2024-09-15 06:38:33,6.6,94.3,Sacramento
2024-06-10 11:34:43,8.1,82.8,Moscow
2024-05-06 14:22:31,7.4,15.2,Los Angeles
2024-02-02 02:13:29,7.4,26.2,Sacramento
2024-09-23 01:53:50,3.7,53.9,Mexico City
2024-10-06 12:45:38,3.8,71.6,Los Angeles
2024-12-11 12:54:14,7.5,50.3,Rome
2024-12-05 03:40:18,8.9,10.5,San Diego
2024-09-12 00:59:41,7.8,9.6,Fresno
2024-07-14 03:26:01,3.5,60.7,San Francisco
2024-12-07 08:09:12,8.2,42.7,Sacramento
2024-08-05 19:50:27,7.0,64.4,Rome
2024-01-16 07:31:08,5.6,55.8,Tehran
2024-07-10 07:03:21,4.5,90.6,Sacramento
2024-04-04 23:41:48,8.5,87.6,Moscow
2024-12-01 18:48:40,6.6,59.6,Istanbul
2024-05-19 07:22:29,7.8,55.4,San Diego
2024-11-01 14:26:51,3.1,78.0,Mexico City
2024-11-10 12:45:13,4.8,36.6,Mexico City
2024-04-07 16:18:51,8.1,5.5,Sacramento
2024-04-30 21:15:25,4.1,64.7,Mexico City
2024-03-25 03:48:46,6.6,99.6,Berlin
2024-12-18 15:40:21,6.1,30.6,Berlin
2024-12-12 21:43:43,4.2,9.0,Jakarta
2024-11-08 21:10:38,6.6,13.7,Tokyo
2024-11-24 15:47:04,3.9,78.4,Paris
2024-02-05 04:55:21,3.9,61.8,Rome
2024-04-01 10:51:47,4.4,59.7,San Francisco
2024-06-21 05:09:58,7.8,78.5,Shanghai
2024-05-18 08:24:50,4.4,53.8,Sacramento
2024-11-29 01:10:05,6.1,81.7,Berlin
2024-01-24 01:06:20,6.7,93.0,Shanghai
2024-04-02 07:51:26,8.2,68.4,San Francisco
2024-07-15 08:54:57,8.9,66.3,Fresno
2024-06-14 03:33:03,7.1,92.7,Tehran
2024-03-14 16:24:27,4.8,55.0,Rome
2024-12-25 17:46:46,4.1,8.6,San Diego
2024-06-16 10:39:00,6.8,93.9,Santiago
2024-06-25 07:11:10,6.3,55.1,San Francisco
2024-04-30 21:41:05,6.8,20.1,Fresno
2024-10-07 07:45:32,7.6,60.3,Sacramento
2024-07-31 20:47:57,4.5,29.1,Berlin
2024-05-24 10:14:18,4.6,90.5,San Francisco
2024-10-28 14:58:50,8.0,66.7,Rome
2024-09-26 15:44:49,5.2,20.4,San Diego
2024-04-30 13:12:16,7.4,77.0,Tehran
2024-10-18 01:38:33,5.1,34.1,Sacramento
2024-03-08 03:00:24,6.9,59.4,San Diego
2024-08-03 03:22:59,4.8,97.8,San Francisco
2024-03-15 05:42:45,4.6,17.7,Fresno
2024-11-19 03:49:50,3.2,91.8,Mexico City
2024-04-05 22:21:43,4.0,40.9,Mexico City
2024-08-07 18:17:22,3.6,43.6,Los Angeles
2024-12-24 14:16:06,5.8,65.2,Istanbul
2024-07-13 21:03:04,4.2,70.5,Los Angeles
2024-04-20 06:41:18,9.0,69.7,Manila
2024-11-03 19:55:02,3.7,73.9,San Diego
2024-11-30 12:11:31,6.5,5.3,Sacramento
2024-03-24 19:52:40,6.6,30.1,Sacramento
2024-09-04 09:08:24,5.8,91.7,Los Angeles
2024-01-25 17:27:01,7.5,53.2,Berlin
2024-06-14 21:54:24,7.4,41.2,Mexico City
2024-05-07 21:57:13,3.9,9.1,Sacramento
2024-07-18 02:30:23,6.3,85.4,Fresno
2024-09-18 16:38:20,6.8,78.2,Fresno
2024-08-01 05:00:59,3.2,5.8,San Diego
2024-08-20 10:51:09,6.9,47.0,Berlin
2024-08-12 01:04:10,6.1,21.0,San Francisco
2024-05-27 18:45:26,7.1,49.6,Rome
2024-07-16 15:19:37,6.0,82.2,Santiago
2024-03-19 23:09:48,3.6,21.8,Los Angeles
2024-03-25 06:59:30,6.2,98.0,Sacramento
2024-04-30 00:19:58,5.6,94.6,Fresno
2024-02-07 05:27:45,5.8,95.0,Fresno
2024-10-12 12:07:30,7.7,32.8,Sacramento
2024-05-09 01:34:03,5.7,52.8,Lima
2024-07-23 11:52:49,8.4,84.6,Shanghai
2024-08-13 06:30:50,4.8,17.5,San Francisco
2024-12-03 00:00:19,3.9,64.9,Berlin
2024-01-12 01:51:54,3.8,51.0,Fresno
2024-10-03 09:53:58,4.3,18.3,Fresno
2024-01-17 23:29:36,8.3,32.7,Shanghai
2024-06-14 22:08:04,4.2,7.0,Fresno
2024-03-05 10:25:04,3.4,29.6,Fresno
2024-08-13 05:10:23,3.3,11.0,Sacramento
2024-10-13 00:31:33,3.8,54.9,Santiago
2024-01-12 23:34:07,8.2,85.5,Manila
2024-09-26 06:20:00,3.8,27.3,Mexico City
2024-04-07 20:38:21,7.8,56.4,Fresno
2024-02-04 16:32:03,4.8,52.9,San Diego
2024-06-20 02:08:42,8.2,27.5,Sacramento
2024-08-02 17:54:36,3.4,97.9,Santiago
2024-07-12 19:07:52,6.4,88.5,Santiago
2024-12-22 05:10:11,3.7,8.6,Lima
2024-10-20 01:29:29,5.7,73.9,San Francisco
2024-10-02 18:06:33,6.4,21.1,Sacramento
2024-06-02 15:01:08,7.3,13.5,San Francisco
2024-11-04 11:12:28,3.5,42.9,San Diego
2024-02-10 09:10:31,8.8,57.9,Berlin
2024-08-30 23:02:20,4.1,30.3,Fresno
2024-03-08 07:25:51,5.3,16.5,Los Angeles
2024-06-06 22:24:58,5.0,69.2,Sacramento
2024-11-12 07:48:10,4.0,75.7,Sacramento
2024-04-14 15:08:00,7.4,56.9,Tokyo
2024-12-21 10:20:12,6.5,89.3,San Francisco
2024-07-21 17:38:30,6.2,71.6,Istanbul
2024-01-01 15:41:05,3.2,90.4,New York
2024-10-01 15:23:34,4.2,88.8,Sacramento
2024-02-27 11:39:14,4.0,34.5,Fresno
2024-03-06 09:38:14,7.8,55.4,Los Angeles
2024-03-29 06:48:04,7.5,40.1,Tokyo
2024-01-13 00:00:21,4.3,63.1,Rome
2024-10-26 08:25:10,7.1,36.1,Tehran
2024-09-01 20:17:27,6.2,69.4,Los Angeles
2024-12-21 19:10:30,4.8,25.2,Tokyo
2024-05-08 18:50:37,3.4,96.2,Sacramento
2024-07-04 08:07:02,5.2,61.0,San Francisco
2024-10-18 22:25:39,8.3,53.2,Istanbul
2024-06-25 13:51:45,6.9,16.8,Sacramento
2024-03-03 06:17:03,8.7,97.9,Moscow
2024-04-25 05:18:35,5.6,25.9,Fresno
2024-05-27 09:57:24,7.5,66.4,Lima
2024-06-29 09:08:41,3.4,60.2,Fresno
2024-06-07 17:25:04,8.7,10.0,Mexico City
2024-01-21 04:54:30,4.6,61.8,San Diego
2024-07-21 04:42:08,4.3,39.8,Mexico City
2024-07-21 03:43:33,6.1,20.8,Tehran
2024-04-14 01:16:45,7.7,98.1,Jakarta
2024-10-08 13:24:48,5.9,45.4,San Francisco
2024-08-23 10:39:09,7.9,38.6,Los Angeles
2024-04-08 01:37:00,5.1,8.7,Fresno
2024-08-14 05:48:43,8.1,69.1,Rome
2024-05-15 05:55:55,6.9,63.5,Lima
2024-01-14 14:25:51,3.7,94.2,Berlin
2024-06-21 21:28:27,7.5,76.4,San Diego
2024-03-15 20:10:58,7.9,74.6,Berlin
2024-07-31 03:01:02,8.6,44.5,Rome
2024-10-22 12:56:55,7.0,82.9,Santiago
2024-03-14 02:30:52,8.2,89.2,Rome
2024-10-22 11:48:23,4.5,79.1,Jakarta
2024-10-02 01:40:38,5.7,97.6,San Diego
2024-05-11 07:43:28,7.3,51.4,Sacramento
2024-11-25 16:46:01,7.2,44.1,Rome
2024-06-20 19:00:49,7.7,89.4,San Francisco
2024-01-11 00:21:38,4.4,40.8,Los Angeles
2024-08-05 20:38:34,3.0,40.0,Los Angeles
2024-01-11 15:07:10,4.7,52.2,Sacramento
2024-05-27 07:38:32,6.6,93.5,Tokyo
2024-10-27 22:23:51,3.3,15.3,Los Angeles
2024-10-03 16:59:14,6.0,5.6,Lima
2024-01-09 14:44:10,6.4,57.0,Sacramento
2024-01-11 13:05:13,6.9,60.6,San Diego
2024-12-02 03:28:56,7.5,69.2,Fresno
2024-10-27 03:31:32,8.5,32.3,Santiago
2024-02-27 08:21:08,5.4,51.3,Fresno
2024-04-03 14:59:18,4.8,17.5,Mexico City
2024-09-20 09:10:54,4.8,31.5,Berlin
2024-09-10 20:20:56,7.4,93.9,Manila
2024-11-01 09:10:27,6.2,6.5,Sacramento
2024-05-09 23:01:47,7.1,17.3,Los Angeles
2024-05-18 06:46:42,8.4,92.2,Shanghai
2024-05-28 06:14:17,3.0,15.9,Fresno
2024-07-02 15:50:28,5.9,99.9,San Diego
2024-03-20 08:39:28,5.8,70.1,Lima
2024-06-05 12:46:23,8.1,64.2,Sacramento
2024-10-26 00:21:28,4.5,67.5,Santiago
2024-11-15 07:16:36,6.5,6.8,Tehran
2024-01-27 17:06:58,3.9,71.2,Istanbul
2024-03-21 07:25:12,7.9,49.5,Tehran
2024-04-15 14:07:19,6.5,23.7,Paris
2024-10-02 17:47:25,7.1,20.6,Delhi
2024-05-23 11:50:45,3.6,83.5,San Francisco
2024-10-14 04:10:21,7.5,85.4,New York
2024-06-01 15:05:16,5.1,84.1,Los Angeles
2024-06-30 15:53:04,4.2,15.2,Delhi
2024-06-22 05:35:52,5.5,28.8,Fresno
2024-02-26 21:26:12,3.4,62.5,Los Angeles
2024-02-16 12:00:53,8.3,21.8,Sacramento
2024-07-14 03:37:10,3.9,78.9,Jakarta
2024-08-12 06:28:39,5.1,12.0,Sacramento
2024-03-11 12:16:49,5.6,9.0,Lima
2024-12-15 17:24:40,7.9,83.3,San Diego
2024-12-04 16:19:30,7.2,20.9,San Diego
2024-09-25 06:06:29,8.9,32.1,San Francisco
2024-04-28 20:54:18,8.9,31.2,San Diego
2024-10-19 05:36:21,3.1,50.6,Los Angeles
2024-03-16 18:01:16,4.8,50.5,Tokyo
2024-10-31 08:20:46,3.2,55.2,Fresno
2024-01-26 13:42:34,7.4,68.5,Los Angeles
2024-10-07 15:02:39,5.2,73.7,Santiago
2024-03-10 06:48:17,6.3,19.8,Fresno
2024-11-29 01:00:04,5.1,94.4,Delhi
2024-06-06 22:47:28,8.0,45.9,Los Angeles
2024-02-20 07:07:34,6.1,6.7,Los Angeles
2024-11-08 02:49:18,5.1,34.4,Paris
2024-01-03 10:36:51,8.2,31.7,Fresno
2024-02-26 07:44:50,7.0,63.8,San Diego
2024-03-12 23:23:54,7.6,93.5,San Diego
2024-04-22 15:44:04,7.2,86.3,Delhi
2024-04-14 20:36:32,7.8,44.6,Santiago
2024-08-23 22:11:36,7.6,49.2,Moscow
2024-07-25 09:46:00,5.8,78.0,Manila
2024-07-06 10:25:50,5.8,29.8,Los Angeles
2024-06-25 10:59:00,5.1,57.2,Los Angeles
2024-02-09 04:12:51,4.1,7.0,San Francisco
2024-07-03 09:06:24,3.8,78.5,San Francisco
2024-03-21 21:58:43,8.6,79.3,Fresno
2024-10-10 00:02:23,8.0,54.0,Los Angeles
2024-04-12 03:50:08,7.1,17.3,Fresno
2024-04-01 08:16:08,5.3,59.2,San Diego
2024-11-25 00:57:04,8.5,42.3,San Diego
2024-01-18 22:35:34,7.8,19.9,Tehran
2024-05-20 17:51:29,7.5,8.9,Tokyo
2024-12-06 08:13:25,5.7,22.1,San Francisco
2024-09-08 17:48:56,4.5,78.7,San Diego
2024-11-14 05:59:18,4.2,66.2,Istanbul
2024-11-20 00:44:09,8.9,57.3,Mexico City
2024-09-26 16:22:37,4.8,98.7,Manila
2024-09-16 20:27:41,5.2,55.2,Los Angeles
2024-04-11 00:55:00,3.9,44.5,Manila
2024-02-09 17:51:03,8.8,90.3,Fresno
2024-10-28 06:35:14,5.9,75.0,San Francisco
2024-10-28 10:16:00,6.7,51.0,Berlin
2024-04-17 04:01:28,7.6,28.6,Fresno
2024-03-02 02:48:53,4.9,63.0,San Francisco
2024-09-12 09:34:04,7.8,53.5,Fresno
2024-05-28 12:05:45,5.5,19.2,Sacramento
2024-03-15 19:05:34,4.9,30.7,Sacramento
2024-09-05 19:07:49,7.2,85.6,Tehran
2024-05-31 14:55:46,4.0,34.9,Fresno
2024-07-23 09:56:08,8.1,69.6,Fresno
2024-01-01 13:22:14,5.1,17.5,Shanghai
2024-07-18 12:31:11,6.6,90.0,Los Angeles
2024-12-04 18:52:03,5.8,46.4,Lima
2024-08-15 02:29:50,6.3,36.9,New York
2024-12-05 17:59:18,6.1,90.4,Fresno
2024-04-27 21:06:26,3.5,49.1,Tehran
2024-09-26 07:32:15,3.5,90.4,Shanghai
2024-08-01 23:04:25,7.8,85.6,Fresno
2024-01-28 10:41:59,8.5,15.4,Tehran
2024-12-02 21:08:40,8.7,21.0,Istanbul
2024-02-24 06:07:26,6.7,80.5,Sacramento
2024-10-31 11:05:17,4.1,99.0,Mexico City
2024-11-04 15:53:10,7.5,52.1,Moscow
2024-10-18 08:55:29,6.6,75.8,Tokyo
2024-10-22 11:22:19,6.7,21.5,Delhi
2024-03-25 22:51:16,5.3,68.5,San Diego
2024-05-30 09:51:09,3.9,21.1,Los Angeles
2024-07-12 06:10:34,3.9,57.8,Sacramento
2024-06-30 02:39:11,4.2,36.5,Los Angeles
2024-04-25 18:49:48,3.7,14.3,Fresno
2024-09-22 15:21:36,7.4,79.5,Jakarta
2024-07-13 16:48:51,5.2,92.7,Fresno
2024-02-26 20:15:04,3.4,17.5,Los Angeles
2024-03-19 09:40:36,6.8,67.5,San Diego
2024-02-27 16:33:15,6.4,95.0,Fresno
2024-07-18 00:18:52,5.3,88.7,New York
2024-01-04 07:34:25,3.4,56.2,Los Angeles
2024-01-18 07:11:18,7.2,43.3,Fresno
2024-03-13 13:22:39,7.0,13.6,Istanbul
2024-05-15 17:50:41,7.3,29.7,Mexico City
2024-10-29 09:36:23,8.7,87.7,San Francisco
2024-01-24 22:04:04,6.4,24.4,Sacramento
2024-01-08 23:58:56,4.5,98.4,Sacramento
2024-05-07 09:01:42,7.5,77.8,Fresno
2024-08-07 23:29:07,6.9,40.5,Fresno
2024-07-05 14:00:02,8.5,59.8,Tokyo
2024-07-23 16:13:18,8.6,83.1,Los Angeles
2024-11-08 08:31:50,3.2,10.9,Fresno
2024-06-30 15:11:30,3.1,35.4,Shanghai
2024-06-07 21:41:46,7.5,8.5,Jakarta
2024-07-20 18:19:13,5.2,10.4,Fresno
2024-07-16 16:53:43,5.7,32.4,San Diego
2024-06-13 04:49:18,3.2,74.7,Manila
2024-08-20 11:01:39,7.1,38.2,San Francisco
2024-06-19 12:30:46,4.6,25.1,Lima
2024-05-11 23:24:14,4.4,91.5,San Francisco
2024-04-18 19:12:22,8.0,72.4,Tehran
2024-11-26 02:02:53,5.7,95.3,Tokyo
2024-03-09 07:41:07,3.1,7.8,Fresno
2024-09-11 22:14:21,6.8,83.4,Mexico City
2024-03-19 05:18:01,4.7,14.6,Fresno
2024-02-19 06:52:03,6.6,84.2,Sacramento
2024-10-05 08:10:23,3.6,46.2,Los Angeles
2024-03-13 15:58:35,6.2,47.5,Los Angeles
2024-12-17 08:37:56,5.7,98.1,Manila
2024-09-25 08:16:35,6.2,97.6,Sacramento
2024-09-23 14:17:42,5.5,18.6,Los Angeles
2024-12-22 01:16:27,5.4,21.9,San Francisco
2024-01-08 23:34:15,4.2,29.6,Los Angeles
2024-05-24 11:49:23,6.5,87.6,Fresno
2024-12-15 11:23:54,8.1,23.4,Sacramento
2024-03-16 19:14:18,7.7,31.8,Sacramento
2024-01-22 10:35:10,5.7,89.7,Moscow
2024-07-08 20:12:54,6.8,79.9,Fresno
2024-04-19 11:20:00,5.1,5.3,Tokyo
2024-10-28 15:08:39,3.0,79.0,Fresno
2024-12-26 17:31:08,7.9,82.1,Santiago
2024-01-28 13:05:50,8.8,18.3,Delhi
2024-05-28 12:30:13,5.8,33.0,San Francisco
2024-04-13 04:53:18,5.7,19.0,Berlin
2024-05-04 15:51:42,7.0,81.7,Sacramento
2024-01-30 14:42:36,5.1,54.2,Fresno
2024-03-26 19:47:03,7.3,81.5,Fresno
2024-06-07 15:56:34,7.0,60.6,Berlin
2024-06-07 17:13:06,7.3,52.7,Moscow
2024-05-14 16:51:45,7.1,80.5,Istanbul
2024-04-29 00:26:30,5.9,66.5,Sacramento
2024-05-15 03:01:39,8.3,75.9,Los Angeles
2024-10-08 17:07:07,6.8,41.9,Sacramento
2024-04-02 20:32:30,5.3,82.5,San Francisco
2024-01-04 19:53:46,4.2,11.3,San Francisco
2024-06-24 19:21:22,7.1,48.1,Berlin
2024-01-22 22:38:30,6.3,70.2,San Diego
2024-09-11 00:09:02,3.6,80.1,Sacramento
2024-05-24 02:23:06,3.4,58.7,Los Angeles
2024-11-10 03:17:13,3.4,71.6,San Francisco
2024-12-08 07:24:20,5.1,78.2,Istanbul
2024-05-12 10:18:00,3.1,25.4,Fresno
2024-10-11 18:38:05,8.6,66.7,Fresno
2024-08-17 12:10:20,6.9,49.0,Jakarta
2024-07-08 04:28:44,5.9,69.1,San Francisco
2024-06-06 14:30:02,3.9,52.4,Sacramento
2024-10-20 11:41:47,4.9,39.8,New York
2024-09-13 00:11:51,5.3,30.1,San Francisco
2024-03-21 04:06:58,7.2,47.1,Los Angeles
2024-12-19 11:51:22,4.8,86.0,Mexico City
2024-05-17 23:08:54,5.4,77.4,Fresno
2024-11-07 11:01:35,3.3,75.0,Shanghai
2024-12-25 16:02:11,3.9,75.1,San Francisco
2024-07-30 23:15:30,3.8,9.1,San Diego
2024-09-27 04:53:32,6.4,77.3,Fresno
2024-06-27 13:48:12,4.6,64.7,San Francisco
2024-08-29 15:54:07,8.8,6.8,Lima
2024-05-29 16:33:04,7.6,84.8,Rome
2024-10-26 18:07:01,5.2,23.8,San Francisco
2024-01-18 00:23:46,8.6,76.4,Fresno
2024-05-31 17:39:47,3.3,15.6,Los Angeles
2024-05-17 00:56:56,4.2,27.8,Los Angeles
2024-12-25 20:41:17,3.2,64.5,San Diego
2024-07-18 09:51:27,5.6,11.7,Los Angeles
2024-01-07 02:00:27,7.8,33.3,Sacramento
2024-07-12 03:12:09,3.4,95.7,Berlin
2024-06-14 07:23:08,6.4,78.9,Los Angeles
2024-11-30 10:20:05,8.9,45.8,Manila
2024-03-06 04:01:41,6.7,40.1,Istanbul
2024-02-24 12:48:57,8.8,46.3,Mexico City
2024-09-04 13:00:03,6.3,83.4,Moscow
2024-07-30 09:39:36,7.7,9.8,Moscow
2024-08-17 14:49:04,8.7,83.8,Lima
2024-02-14 02:05:32,6.2,25.7,Sacramento
2024-06-19 05:30:14,4.6,32.4,San Francisco
2024-11-11 21:25:57,5.7,40.1,San Diego
2024-07-21 21:30:20,6.5,6.1,San Diego
2024-07-28 13:27:31,7.5,83.3,Sacramento
2024-12-23 19:35:34,3.5,74.8,Moscow
2024-06-08 09:38:50,8.9,10.6,Rome
2024-09-30 18:23:02,7.0,72.4,Los Angeles
2024-11-30 00:06:01,5.1,34.9,Lima
2024-01-06 14:17:12,7.7,22.2,Los Angeles
2024-06-10 03:19:40,6.9,45.0,Los Angeles
2024-01-17 00:09:54,7.8,34.7,Istanbul
2024-04-11 08:33:06,6.7,38.8,San Diego
2024-07-08 16:23:23,5.5,8.9,Los Angeles
2024-06-03 01:05:50,8.2,61.1,Fresno
